channel,q25,q75,iqr,iqr_multiplier,lower_bound,upper_bound
telemetry_01,77.9305221748381,94.19693686208481,16.26641468724671,3.0,29.131278113097977,142.99618092382494
telemetry_04,-125.9165251065062,-125.87385493854389,0.0426701679623136,3.0,-126.04453561039314,-125.74584443465695
telemetry_10,-63.195996990043554,-61.58942532771043,1.606571662333124,3.0,-68.01571197704293,-56.76971034071106
telemetry_11,62.23166740324578,62.64832953445029,0.4166621312045109,3.0,60.98168100963225,63.89831592806382
telemetry_18,-103.32749138957934,-103.06476384689834,0.26272754268099163,3.0,-104.11567401762231,-102.27658121885537
telemetry_24,-3659.788061404334,-3639.3672576004965,20.420803803837316,3.0,-3721.0504728158458,-3578.1048461889845
telemetry_26,-7509.569749034004,-7462.206407152467,47.36334188153705,3.0,-7651.659774678616,-7320.116381507856
