comparison,split_a,uav_a,split_b,uav_b,overlap_cycles,sampled_points,robust_scaled_rmse,robust_scaled_mean_absolute_difference,near_duplicate
train-train,train,UAV_0053,train,UAV_0066,164,100,1.106601817763307,0.7813793490683022,False
train-train,train,UAV_0006,train,UAV_0051,190,100,1.1100989740810243,0.6962990569133255,False
train-train,train,UAV_0083,train,UAV_0087,172,100,1.1112798921033833,0.6282068021833355,False
train-train,train,UAV_0031,train,UAV_0056,183,100,1.1127913233966051,0.6279059702186351,False
train-train,train,UAV_0012,train,UAV_0099,145,100,1.1154690043347713,0.7026931053297741,False
train-train,train,UAV_0050,train,UAV_0090,161,100,1.1190921567207277,0.6540742551934472,False
train-train,train,UAV_0029,train,UAV_0052,222,100,1.12922562013319,0.7020703407329113,False
train-train,train,UAV_0028,train,UAV_0050,161,100,1.1295335279402072,0.664875943972836,False
train-train,train,UAV_0014,train,UAV_0065,207,100,1.129813395285095,0.6569531985160868,False
train-train,train,UAV_0052,train,UAV_0086,222,100,1.1352556710003794,0.7345487482850903,False
train-train,train,UAV_0050,train,UAV_0065,161,100,1.1396795202741117,0.7299119537185208,False
train-train,train,UAV_0028,train,UAV_0052,200,100,1.139707484720953,0.7088011508754463,False
train-train,train,UAV_0021,train,UAV_0045,205,100,1.1413723908640894,0.7034694569586569,False
train-train,train,UAV_0011,train,UAV_0060,190,100,1.1440267933213035,0.7448309693822054,False
train-train,train,UAV_0030,train,UAV_0051,190,100,1.148425739853681,0.672308169484784,False
train-train,train,UAV_0058,train,UAV_0083,178,100,1.1539170658721345,0.6841630097713594,False
train-train,train,UAV_0014,train,UAV_0050,161,100,1.1550245962973575,0.6956334936330159,False
train-train,train,UAV_0070,train,UAV_0091,156,100,1.1563770991070046,0.6510136068225906,False
train-train,train,UAV_0028,train,UAV_0065,200,100,1.156885593034772,0.7307806576471312,False
train-train,train,UAV_0025,train,UAV_0052,193,100,1.1574470293029258,0.7679999953079463,False
train-train,train,UAV_0070,train,UAV_0083,172,100,1.157957214536434,0.6399177312448011,False
train-train,train,UAV_0026,train,UAV_0028,200,100,1.159578728058297,0.725753719445381,False
train-train,train,UAV_0092,train,UAV_0099,145,100,1.1621875285582561,0.6666010589074847,False
train-train,train,UAV_0008,train,UAV_0015,202,100,1.167494246283853,0.6923936495090718,False
train-train,train,UAV_0023,train,UAV_0050,161,100,1.1684279029441007,0.6738326703095638,False
train-train,train,UAV_0075,train,UAV_0088,259,100,1.1684489662707953,0.8323515630348037,False
train-train,train,UAV_0049,train,UAV_0060,190,100,1.170863738606201,0.8632986837097647,False
train-train,train,UAV_0021,train,UAV_0084,220,100,1.1726832091814694,0.654959077224219,False
train-train,train,UAV_0040,train,UAV_0058,178,100,1.1766627606032503,0.6235099581695562,False
train-train,train,UAV_0012,train,UAV_0070,170,100,1.1819722018843557,0.6672488033590185,False
train-train,train,UAV_0054,train,UAV_0099,145,100,1.1908055252603598,0.7094056047254701,False
train-train,train,UAV_0060,train,UAV_0077,190,100,1.192377543833633,0.9117515641623306,False
train-train,train,UAV_0026,train,UAV_0029,223,100,1.1968265888506808,0.7010747871658972,False
train-train,train,UAV_0065,train,UAV_0067,234,100,1.1972112575100402,0.6876472678186194,False
train-train,train,UAV_0052,train,UAV_0063,222,100,1.2033077479775012,0.7249080537058399,False
train-train,train,UAV_0064,train,UAV_0087,172,100,1.212627000386615,0.7771618240226851,False
train-train,train,UAV_0011,train,UAV_0021,197,100,1.2132264593842028,0.800698594764093,False
train-train,train,UAV_0021,train,UAV_0033,220,100,1.2271965843534476,0.7526554201136794,False
train-train,train,UAV_0061,train,UAV_0099,145,100,1.2275018887718885,0.7876212324466522,False
train-train,train,UAV_0019,train,UAV_0060,190,100,1.2298328292994056,0.9906988339004734,False
train-train,train,UAV_0026,train,UAV_0047,243,100,1.2331828269809142,0.7647328780820349,False
train-train,train,UAV_0079,train,UAV_0099,145,100,1.2342847632007017,0.8289477156431821,False
train-train,train,UAV_0002,train,UAV_0060,190,100,1.2346169447714819,0.8581372767923677,False
train-train,train,UAV_0037,train,UAV_0098,307,100,1.234833990478286,0.8374376604776802,False
